Gender,RFCM,Time,Influence,Du lịch,Thể thao điện tử,Phim ảnh,Âm nhạc,Thời trang,Đọc sánh,Hội họa - mỹ thuật,Thể thao,Chụp ảnh,chơi game,Biên tập viên,phóng viên,Viết,dancing,Uống trà sữa cùng hội chị em.,Maths_score,Physics_score,Chemistry_score,English_score,Literature_score,History_score,Geography_score,Major
0,1,2.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,8.5,8.5,Điều Khiển tự động hóa
0,2,4.0,5.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,7.25,9.5,5.75,8.5,8.5,Điều Khiển tự động hóa
0,2,4.0,5.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,7.25,9.5,5.75,8.5,8.5,Điều Khiển tự động hóa
0,2,4.0,5.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.5,8.5,7.25,7.25,8.5,9.5,9.5,Điều Khiển tự động hóa
0,2,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Điều Khiển tự động hóa
0,2,4.0,3.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,7.25,8.5,5.75,7.25,7.25,Điều Khiển tự động hóa
0,4,4.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8.3,8.7,7.0,7.1,6.5,8.9,9.2,Điều Khiển tự động hóa
0,4,5.0,4.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,9.7,9.5,9.8,9.5,8.5,9.5,9.5,Điều Khiển tự động hóa
0,4,4.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8.3,8.7,7.0,7.1,6.5,8.9,9.2,Điều Khiển tự động hóa
0,2,4.0,4.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,5.75,7.25,5.75,8.5,8.5,Điều Khiển tự động hóa
0,2,3.0,4.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,9.5,8.5,7.25,8.5,8.5,Điều Khiển tự động hóa
0,2,2.0,3.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,9.5,8.5,8.5,9.5,9.5,Điều Khiển tự động hóa
0,2,4.0,4.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,5.75,7.25,5.75,8.5,8.5,Điều Khiển tự động hóa
0,4,5.0,4.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,9.7,9.5,9.8,9.5,8.5,9.5,9.5,Điều Khiển tự động hóa
0,3,3.0,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,8.5,5.75,2.5,7.25,8.5,Điều Khiển tự động hóa
0,2,4.0,5.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,7.25,9.5,5.75,8.5,8.5,Điều Khiển tự động hóa
0,4,4.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8.3,8.7,7.0,7.1,6.5,8.9,9.2,Điều Khiển tự động hóa
0,2,4.0,5.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.5,8.5,7.25,7.25,8.5,9.5,9.5,Điều Khiển tự động hóa
0,2,3.0,4.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7.25,8.5,8.5,8.5,5.75,7.25,8.5,Điều Khiển tự động hóa
0,2,4.0,5.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,7.25,9.5,5.75,8.5,8.5,Điều Khiển tự động hóa
0,2,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Điều Khiển tự động hóa
0,2,2.0,3.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,9.5,8.5,8.5,9.5,9.5,Điều Khiển tự động hóa
0,2,4.0,4.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,9.5,9.5,8.5,8.5,7.25,7.25,8.5,Điều Khiển tự động hóa
0,2,3.0,4.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,9.5,8.5,7.25,8.5,8.5,Điều Khiển tự động hóa
0,2,4.0,4.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,5.75,7.25,5.75,8.5,8.5,Điều Khiển tự động hóa
0,2,3.0,4.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7.25,8.5,8.5,8.5,5.75,7.25,8.5,Điều Khiển tự động hóa
0,2,3.0,4.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,9.5,8.5,7.25,8.5,8.5,Điều Khiển tự động hóa
0,3,3.0,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,8.5,5.75,2.5,7.25,8.5,Điều Khiển tự động hóa
0,4,5.0,5.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,9.5,9.5,9.5,9.5,8.5,8.5,9.5,Điều Khiển tự động hóa
0,2,3.0,3.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7.25,8.5,7.25,8.5,5.75,7.25,7.25,Điều Khiển tự động hóa
0,2,3.0,4.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,9.5,8.5,7.25,8.5,8.5,Điều Khiển tự động hóa
0,2,4.0,4.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,5.75,7.25,5.75,8.5,8.5,Điều Khiển tự động hóa
0,2,4.0,5.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.5,8.5,7.25,7.25,8.5,9.5,9.5,Điều Khiển tự động hóa
0,3,3.0,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,8.5,5.75,2.5,7.25,8.5,Điều Khiển tự động hóa
0,2,3.0,3.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7.25,8.5,7.25,8.5,5.75,7.25,7.25,Điều Khiển tự động hóa
0,2,3.0,4.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,9.5,8.5,7.25,8.5,8.5,Điều Khiển tự động hóa
0,2,2.0,3.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,9.5,8.5,8.5,9.5,9.5,Điều Khiển tự động hóa
0,1,2.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,8.5,8.5,Điều Khiển tự động hóa
0,2,4.0,5.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,7.25,9.5,5.75,8.5,8.5,Điều Khiển tự động hóa
0,2,3.0,4.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7.25,8.5,8.5,8.5,5.75,7.25,8.5,Điều Khiển tự động hóa
0,2,2.0,3.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,9.5,8.5,8.5,9.5,9.5,Điều Khiển tự động hóa
0,2,3.0,4.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7.25,8.5,8.5,8.5,5.75,7.25,8.5,Điều Khiển tự động hóa
0,1,2.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,8.5,8.5,Điều Khiển tự động hóa
0,1,3.0,4.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,7.25,8.5,Điều Khiển tự động hóa
0,2,4.0,4.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,5.75,7.25,5.75,8.5,8.5,Điều Khiển tự động hóa
0,2,4.0,5.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,7.25,9.5,5.75,8.5,8.5,Điều Khiển tự động hóa
0,1,3.0,4.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,7.25,8.5,Điều Khiển tự động hóa
0,4,5.0,4.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,9.7,9.5,9.8,9.5,8.5,9.5,9.5,Điều Khiển tự động hóa
1,1,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,2.5,2.5,7.25,5.75,5.75,8.5,Kế toán
1,1,3.0,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,5.75,2.5,5.75,8.5,8.5,8.5,Kế toán
1,4,2.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,9.5,9.5,Kế toán
1,4,4.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Kế toán
1,3,4.0,2.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,7.25,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
0,0,2.0,3.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5.75,7.25,8.5,5.75,7.25,7.25,9.5,Kế toán
0,1,2.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,5.75,7.25,5.75,8.5,7.25,7.25,Kế toán
1,3,3.0,2.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7.25,8.5,5.75,8.5,7.25,7.25,7.25,Kế toán
1,5,2.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.25,5.75,8.5,7.25,7.25,7.25,7.25,Kế toán
0,4,4.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
1,4,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,7.25,7.25,Kế toán
1,2,4.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,Kế toán
0,1,4.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
1,1,1.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9.5,8.5,8.5,7.25,5.75,8.5,8.5,Kế toán
1,1,3.0,3.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,7.25,7.25,7.25,7.25,7.25,7.25,7.25,Kế toán
1,4,5.0,5.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,9.5,9.5,Kế toán
1,4,5.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,9.5,8.5,8.5,8.5,8.5,9.5,Kế toán
0,1,2.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,5.75,7.25,5.75,8.5,7.25,7.25,Kế toán
1,1,1.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9.5,8.5,8.5,7.25,5.75,8.5,8.5,Kế toán
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
1,3,3.0,2.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7.25,8.5,5.75,8.5,7.25,7.25,7.25,Kế toán
0,1,2.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,5.75,7.25,5.75,8.5,7.25,7.25,Kế toán
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
1,4,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
1,4,4.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Kế toán
1,3,3.0,2.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7.25,8.5,5.75,8.5,7.25,7.25,7.25,Kế toán
1,4,2.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,9.5,9.5,Kế toán
1,1,3.0,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,5.75,2.5,5.75,8.5,8.5,8.5,Kế toán
1,4,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,7.25,7.25,Kế toán
0,0,2.0,3.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5.75,7.25,8.5,5.75,7.25,7.25,9.5,Kế toán
1,1,3.0,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,5.75,2.5,5.75,8.5,8.5,8.5,Kế toán
1,1,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,2.5,2.5,7.25,5.75,5.75,8.5,Kế toán
1,4,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,7.25,7.25,Kế toán
1,4,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,7.25,7.25,Kế toán
1,4,5.0,5.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,9.5,9.5,Kế toán
0,4,4.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
1,1,3.0,3.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,7.25,7.25,7.25,7.25,7.25,7.25,7.25,Kế toán
1,1,1.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9.5,8.5,8.5,7.25,5.75,8.5,8.5,Kế toán
1,1,1.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9.5,8.5,8.5,7.25,5.75,8.5,8.5,Kế toán
1,4,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,7.25,7.25,Kế toán
1,4,2.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,9.5,9.5,Kế toán
1,3,4.0,2.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,7.25,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
0,1,2.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,5.75,7.25,5.75,8.5,7.25,7.25,Kế toán
1,5,2.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.25,5.75,8.5,7.25,7.25,7.25,7.25,Kế toán
0,1,2.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,5.75,7.25,5.75,8.5,7.25,7.25,Kế toán
1,4,5.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,9.5,8.5,8.5,8.5,8.5,9.5,Kế toán
1,4,4.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Kế toán
0,1,4.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
1,4,5.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,9.5,8.5,8.5,8.5,8.5,9.5,Kế toán
1,5,2.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.25,5.75,8.5,7.25,7.25,7.25,7.25,Kế toán
1,1,3.0,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,5.75,2.5,5.75,8.5,8.5,8.5,Kế toán
1,1,1.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9.5,8.5,8.5,7.25,5.75,8.5,8.5,Kế toán
0,1,2.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,5.75,7.25,5.75,8.5,7.25,7.25,Kế toán
1,4,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,7.25,7.25,Kế toán
1,3,3.0,2.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7.25,8.5,5.75,8.5,7.25,7.25,7.25,Kế toán
1,1,1.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9.5,8.5,8.5,7.25,5.75,8.5,8.5,Kế toán
1,4,2.0,5.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,9.5,9.5,Kế toán
0,1,4.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
1,4,5.0,5.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,9.5,9.5,Kế toán
1,4,4.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Kế toán
1,4,5.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,9.5,8.5,8.5,8.5,8.5,9.5,Kế toán
1,3,3.0,2.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7.25,8.5,5.75,8.5,7.25,7.25,7.25,Kế toán
1,4,4.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Kế toán
1,1,3.0,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,5.75,2.5,5.75,8.5,8.5,8.5,Kế toán
0,0,2.0,3.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5.75,7.25,8.5,5.75,7.25,7.25,9.5,Kế toán
0,4,4.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
1,4,4.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Kế toán
1,4,5.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,9.5,8.5,8.5,8.5,8.5,9.5,Kế toán
1,4,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,7.25,7.25,Kế toán
1,1,3.0,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,5.75,2.5,5.75,8.5,8.5,8.5,Kế toán
0,4,4.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
1,4,4.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.5,7.25,8.5,7.25,7.25,7.25,7.25,Kế toán
0,1,4.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
1,1,3.0,3.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,7.25,7.25,7.25,7.25,7.25,7.25,7.25,Kế toán
1,1,1.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9.5,8.5,8.5,7.25,5.75,8.5,8.5,Kế toán
1,3,3.0,2.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7.25,8.5,5.75,8.5,7.25,7.25,7.25,Kế toán
0,1,4.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,7.25,7.25,7.25,7.25,Kế toán
1,3,3.0,2.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7.25,8.5,5.75,8.5,7.25,7.25,7.25,Kế toán
1,1,3.0,3.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,7.25,7.25,7.25,7.25,7.25,7.25,7.25,Kế toán
1,2,4.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,Kế toán
1,4,5.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,9.5,8.5,8.5,8.5,8.5,9.5,Kế toán
1,1,1.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9.5,8.5,8.5,7.25,5.75,8.5,8.5,Kế toán
1,2,4.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,Kế toán
1,5,2.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.25,5.75,8.5,7.25,7.25,7.25,7.25,Kế toán
1,4,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,5.75,5.75,7.25,7.25,7.25,Kỹ Thuật điện - điện tử
0,4,4.0,3.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,5.75,7.25,8.5,9.5,Kỹ Thuật điện - điện tử
0,3,3.0,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,7.25,7.25,9.5,8.5,8.5,8.5,Kỹ Thuật điện - điện tử
0,4,3.0,4.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9.5,7.25,5.75,5.75,7.25,8.5,8.5,Kỹ Thuật điện - điện tử
0,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,8.5,7.25,7.25,7.25,7.25,7.25,Kỹ Thuật điện - điện tử
0,1,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,7.25,7.25,7.25,7.25,7.25,Kỹ Thuật điện - điện tử
0,3,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.5,7.25,7.25,7.25,7.25,7.25,Kỹ Thuật điện - điện tử
0,2,2.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,7.25,9.5,7.25,7.25,7.25,Kỹ Thuật điện - điện tử
0,4,3.0,5.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,8.5,8.5,8.5,8.5,7.25,8.5,8.5,Kỹ Thuật điện - điện tử
0,4,1.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,7.25,7.25,5.75,7.25,5.75,5.75,5.75,Kỹ Thuật điện - điện tử
0,2,4.0,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,5.75,5.75,5.75,5.75,7.25,7.25,Kỹ Thuật điện - điện tử
1,2,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.25,7.25,8.5,7.25,8.5,8.5,Kỹ Thuật điện - điện tử
0,3,2.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,7.25,8.5,7.25,7.25,7.25,Kỹ Thuật điện - điện tử
0,4,4.0,5.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,9.5,8.5,8.5,8.5,7.25,9.5,8.5,Kỹ Thuật điện - điện tử
0,2,3.0,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,5.75,5.75,5.75,5.75,5.75,5.75,Kỹ Thuật điện - điện tử
0,4,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.25,7.25,7.25,5.75,5.75,7.25,7.25,Kỹ Thuật điện - điện tử
0,0,3.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,7.25,7.25,7.25,7.25,7.25,Kỹ Thuật điện - điện tử
0,3,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.5,7.25,7.25,7.25,7.25,7.25,Kỹ Thuật điện - điện tử
0,2,3.0,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,5.75,5.75,5.75,5.75,5.75,5.75,Kỹ Thuật điện - điện tử
0,2,4.0,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,5.75,5.75,5.75,5.75,7.25,7.25,Kỹ Thuật điện - điện tử
0,2,2.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,7.25,9.5,7.25,7.25,7.25,Kỹ Thuật điện - điện tử
0,3,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.5,7.25,7.25,7.25,7.25,7.25,Kỹ Thuật điện - điện tử
0,2,4.0,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,5.75,5.75,5.75,5.75,7.25,7.25,Kỹ Thuật điện - điện tử
0,2,4.0,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,5.75,5.75,5.75,5.75,7.25,7.25,Kỹ Thuật điện - điện tử
0,4,3.0,4.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9.5,7.25,5.75,5.75,7.25,8.5,8.5,Kỹ Thuật điện - điện tử
0,2,2.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.5,7.25,7.25,9.5,7.25,7.25,7.25,Kỹ Thuật điện - điện tử
0,3,3.0,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,7.25,7.25,9.5,8.5,8.5,8.5,Kỹ Thuật điện - điện tử
0,4,4.0,3.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,5.75,7.25,8.5,9.5,Kỹ Thuật điện - điện tử
1,2,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.25,7.25,8.5,7.25,8.5,8.5,Kỹ Thuật điện - điện tử
0,1,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.5,7.25,7.25,7.25,7.25,7.25,Kỹ Thuật điện - điện tử
0,4,4.0,3.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9.5,8.5,9.5,5.75,7.25,8.5,9.5,Kỹ Thuật điện - điện tử
1,4,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,5.75,5.75,7.25,7.25,7.25,Kỹ Thuật điện - điện tử
1,2,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.25,7.25,8.5,7.25,8.5,8.5,Kỹ Thuật điện - điện tử
1,2,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.25,7.25,8.5,7.25,8.5,8.5,Kỹ Thuật điện - điện tử
0,0,3.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,7.25,7.25,7.25,7.25,7.25,7.25,Kỹ Thuật điện - điện tử
0,4,1.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,7.25,7.25,5.75,7.25,5.75,5.75,5.75,Kỹ Thuật điện - điện tử
0,4,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.25,7.25,7.25,5.75,5.75,7.25,7.25,Kỹ Thuật điện - điện tử
0,2,3.0,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,5.75,5.75,5.75,5.75,5.75,5.75,Kỹ Thuật điện - điện tử
